Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"4008,0868427",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2023. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2023,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3410,1867319899998",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2022. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2022,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"2997,96219802",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2021. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2021,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3817,96578941",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2020. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2020,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3602,09177135",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2019. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2019,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3851,87695096",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2018. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2018,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3322,7755682600005",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2017. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2017,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3322,7755682600005",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2016. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2016,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3321,9908890799998",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2015. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2015,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"3232,75574362",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2014. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2014,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"2758,8422080500004",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2013. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2013,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"2758,8422080500004",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2012. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2012,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"2419,79224833",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2011. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2011,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
7017,00,Total Nacional,0000,Total Nacional,Ecuador,Infraestructura y acceso a servicios sociales,Gasto público,Presupuesto destinado a Ministerio de Educación - Inicial,Total,Total,"2108,97457378",No Aplica,140 - MINISTERIO DE EDUCACION / Presupuesto Inicial 2010. Corresponde al monto inicial aprobado por la Asamblea Nacional.,2010,,Ministerio de Economía y Finanzas,Millones de USD,Personas,"ODS 4, 16"
