"Cuadro No. 3.1.20 
Defunciones por provincia y cantón de residencia del fallecido, por grupos de edad 
Año 2021 (p**)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provincia de residencia habitual del fallecido,Cantón de residencia habitual del fallecido,Sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDICE
,,Hombre,,,,,,,,,,,,,,,,,,,,,,,,Mujer,,,,,,,,,,,,,,,,,,,,,,,,,
,, 5 a 9 años,10 a 14 años,15 a 19 años,20 a 24 años,25 a 29 años,30 a 34 años,35 a 39 años,40 a 44 años,45 a 49 años,50 a 54 años,55 a 59 años,60 a 64 años,65 a 69 años,70 a 74 años,75 a 79 años,80 a 84 años,85 a 89 años,90 a 94 años,95 a 99 años,100 a 104 años,105 a 109 años,110 a 114 años,115 y más años,Sin información, 5 a 9 años,10 a 14 años,15 a 19 años,20 a 24 años,25 a 29 años,30 a 34 años,35 a 39 años,40 a 44 años,45 a 49 años,50 a 54 años,55 a 59 años,60 a 64 años,65 a 69 años,70 a 74 años,75 a 79 años,80 a 84 años,85 a 89 años,90 a 94 años,95 a 99 años,100 a 104 años,105 a 109 años,110 a 114 años,115 y más años,Sin información,,
,Cumandá,  ,  , 1 , 1 , 2 , 2 , 2 ,  , 2 ,  , 2 , 2 , 5 , 3 , 3 , 10 , 4 , 1 , 2 ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  , 2 , 1 , 1 ,  , 3 , 2 , 4 , 2 , 1 , 6 , 8 , 5 , 5 , 4 , 1 ,  ,  ,  ,  ,,
El Oro,Machala, 5 , 4 , 20 , 29 , 46 , 32 , 48 , 52 , 51 , 70 , 90 , 119 , 119 , 151 , 111 , 109 , 73 , 52 , 25 , 5 ,  ,  ,  ,  , 2 , 4 , 1 , 5 , 9 , 7 , 14 , 24 , 27 , 36 , 74 , 87 , 84 , 118 , 85 , 90 , 69 , 57 , 35 , 9 , 1 ,  ,  ,  ,,
,Arenillas,  , 1 , 2 , 3 , 2 , 4 , 3 , 4 , 5 , 3 , 10 , 8 , 12 , 5 , 10 , 10 , 12 , 12 , 7 , 3 ,  ,  ,  ,  ,  , 1 , 1 , 1 ,  ,  , 2 , 1 , 3 , 3 , 3 , 8 , 6 , 5 , 13 , 15 , 9 , 6 , 2 , 1 ,  , 1 ,  ,  ,,
,Atahualpa,  ,  ,  ,  ,  , 1 ,  ,  ,  ,  , 1 , 2 , 1 , 4 , 4 , 3 , 5 , 2 , 1 ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  , 1 ,  , 1 , 2 , 3 , 1 , 2 , 2 , 1 , 4 , 7 , 6 , 1 ,  ,  ,  ,  ,  ,,
,Balsas,  ,  ,  ,  ,  , 1 ,  , 3 , 2 , 3 , 1 , 4 , 4 , 2 , 5 , 2 , 2 , 1 , 3 ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  ,  ,  , 1 , 1 , 1 , 1 , 2 ,  , 2 , 1 ,  ,  , 4 ,  ,  ,  ,  ,  ,  ,,
,Chilla, 1 ,  ,  ,  ,  ,  ,  ,  , 3 ,  ,  ,  ,  , 4 , 1 , 1 , 2 , 1 , 1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  , 2 ,  ,  ,  , 3 , 2 ,  , 2 ,  ,  ,  ,  ,  ,,
,El Guabo,  , 1 , 3 , 8 , 9 , 12 , 9 , 15 , 14 , 15 , 12 , 20 , 17 , 15 , 22 , 14 , 14 , 9 , 5 ,  ,  ,  ,  ,  ,  ,  , 1 ,  , 3 ,  , 4 , 2 , 6 , 6 , 12 , 13 , 10 , 12 , 15 , 12 , 14 , 9 , 1 ,  , 1 ,  ,  ,  ,,
,Huaquillas, 1 , 1 ,  , 14 , 9 , 6 , 11 , 5 , 8 , 11 , 13 , 18 , 24 , 23 , 17 , 12 , 19 , 7 , 3 ,  ,  ,  ,  ,  , 1 , 1 , 3 , 2 , 1 , 3 , 5 , 8 , 3 , 6 , 7 , 10 , 12 , 28 , 15 , 12 , 15 , 8 , 5 ,  ,  ,  ,  ,  ,,
,Marcabelí,  ,  ,  , 3 , 1 , 2 ,  ,  ,  , 1 ,  , 2 , 1 , 1 , 5 , 2 , 2 , 4 ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 , 1 ,  ,  ,  , 1 ,  ,  , 1 , 2 , 1 , 1 , 5 , 3 , 2 ,  ,  ,  ,  ,  ,  ,,
,Pasaje, 2 , 5 , 4 , 12 , 13 , 12 , 11 , 11 , 14 , 19 , 29 , 35 , 21 , 49 , 36 , 39 , 35 , 23 , 5 , 2 ,  ,  ,  ,  ,  , 1 , 2 , 3 , 1 , 4 , 4 , 8 , 12 , 9 , 13 , 24 , 24 , 29 , 24 , 29 , 31 , 16 , 9 , 3 , 2 ,  ,  ,  ,,
,Piñas,  , 1 ,  , 1 , 2 ,  , 2 , 7 , 4 , 5 , 2 , 5 , 4 , 16 , 5 , 19 , 13 , 5 , 2 , 1 ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  , 1 , 2 ,  , 4 , 10 , 5 , 7 , 10 , 10 , 9 , 14 , 6 , 1 ,  ,  ,  ,  ,,
,Portovelo, 1 ,  ,  , 1 , 3 , 1 , 2 , 5 , 3 , 4 , 4 , 2 , 5 , 9 , 3 , 8 , 9 , 2 ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 , 2 ,  ,  , 1 ,  ,  , 2 , 2 , 1 , 1 , 1 , 6 , 3 , 7 ,  ,  ,  ,  ,  ,  ,,
,Santa Rosa, 1 , 1 , 3 , 10 , 8 , 11 , 7 , 15 , 25 , 8 , 26 , 33 , 45 , 49 , 46 , 36 , 28 , 16 , 5 , 1 ,  ,  ,  ,  ,  , 4 , 1 , 1 , 1 , 1 , 1 , 7 , 15 , 7 , 18 , 26 , 23 , 29 , 20 , 36 , 18 , 25 , 7 , 2 ,  ,  ,  ,  ,,
,Zaruma,  ,  , 2 , 3 , 4 , 1 , 2 , 2 , 2 , 6 , 6 , 11 , 7 , 11 , 13 , 17 , 13 , 10 , 3 , 1 ,  ,  ,  ,  ,  ,  , 1 ,  , 1 ,  , 2 ,  , 1 , 2 , 4 , 4 , 3 , 6 , 7 , 18 , 10 , 13 , 7 , 1 ,  ,  ,  ,  ,,
,Las Lajas,  ,  ,  , 1 ,  ,  , 1 ,  ,  , 2 , 1 , 2 , 1 , 1 , 2 , 3 , 1 , 5 , 1 , 1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  , 3 , 3 , 2 , 4 , 2 ,  , 1 ,  ,  ,  ,  ,,
Esmeraldas,Esmeraldas, 2 , 4 , 11 , 21 , 35 , 25 , 34 , 28 , 24 , 29 , 55 , 78 , 90 , 65 , 81 , 65 , 62 , 23 , 16 , 5 ,  ,  ,  ,  , 3 , 3 , 5 , 10 , 5 , 13 , 10 , 19 , 19 , 23 , 35 , 54 , 64 , 55 , 46 , 52 , 45 , 39 , 23 , 3 , 2 ,  ,  ,  ,,
,Eloy Alfaro, 1 ,  , 1 , 1 , 4 , 3 , 1 ,  , 3 , 7 , 4 , 3 , 6 , 5 , 10 , 11 , 4 , 3 , 2 ,  ,  ,  ,  ,  , 1 , 1 ,  , 1 , 1 , 3 , 2 , 1 , 1 , 4 , 2 , 7 , 6 , 4 , 4 , 2 , 1 , 2 , 1 ,  , 1 ,  ,  ,  ,,
,Muisne, 1 , 2 , 1 , 4 , 4 , 2 , 5 , 1 , 2 , 2 , 5 , 2 , 3 , 7 , 7 , 11 , 2 , 6 ,  ,  , 1 ,  ,  ,  , 1 ,  ,  , 1 ,  , 1 ,  , 2 , 3 , 3 , 2 , 4 , 1 , 2 , 5 , 5 , 6 , 1 , 2 ,  ,  ,  , 1 ,  ,,
,Quininde, 6 , 3 , 10 , 11 , 15 , 16 , 14 , 15 , 9 , 20 , 15 , 27 , 37 , 50 , 44 , 49 , 20 , 17 , 6 ,  ,  ,  ,  ,  , 3 , 4 , 5 ,  , 7 , 4 , 5 , 8 , 19 , 9 , 19 , 23 , 30 , 27 , 23 , 29 , 23 , 23 , 6 , 3 , 1 ,  ,  ,  ,,
,San Lorenzo, 1 , 1 , 7 , 7 , 5 , 6 , 11 , 5 , 3 , 8 , 8 , 14 , 4 , 6 , 10 , 13 , 7 , 2 , 2 ,  ,  ,  ,  ,  ,  , 2 , 2 , 2 , 6 , 1 , 2 , 4 , 3 , 3 , 7 , 6 , 5 , 6 , 4 , 10 , 4 , 10 ,  , 1 , 1 ,  ,  ,  ,,
,Atacames, 1 , 1 , 5 , 5 , 3 , 5 , 4 , 2 , 8 , 8 , 13 , 16 , 13 , 14 , 16 , 8 , 11 , 4 ,  ,  ,  ,  ,  ,  , 1 , 2 ,  , 1 , 3 , 1 , 3 , 4 , 1 , 2 , 4 , 7 , 19 , 10 , 4 , 10 , 8 , 7 , 6 ,  ,  ,  ,  ,  ,,
,Ríoverde, 3 ,  ,  , 2 , 5 ,  , 3 , 3 , 6 ,  , 4 , 3 , 4 , 3 , 7 , 8 , 8 , 4 , 3 , 1 , 1 ,  ,  ,  , 2 ,  ,  , 1 , 1 , 2 , 1 , 3 ,  , 2 , 4 , 2 , 4 , 3 , 4 , 2 ,  , 6 , 1 ,  ,  ,  ,  ,  ,,
Guayas,Guayaquil, 21 , 43 , 130 , 329 , 377 , 427 , 363 , 363 , 444 , 540 , 788 , 993 ," 1,183 "," 1,153 ", 991 , 859 , 745 , 457 , 155 , 33 ,  , 1 , 3 ,  , 23 , 25 , 51 , 88 , 84 , 109 , 134 , 192 , 263 , 376 , 526 , 769 , 861 , 862 , 823 , 774 , 839 , 636 , 311 , 66 , 8 ,  ,  ,  ,,
,Alfredo Baquerizo Moreno,  ,  , 3 , 1 , 5 , 2 , 1 , 4 , 5 , 2 , 6 , 6 , 4 , 11 , 9 , 4 , 4 , 5 , 2 ,  ,  ,  ,  ,  , 1 , 1 , 2 , 1 , 1 , 1 , 1 , 1 , 2 , 5 , 5 , 6 , 6 , 5 , 4 , 5 , 6 , 6 , 1 ,  ,  ,  ,  ,  ,,
,Balao,  ,  , 1 , 7 , 3 , 2 , 4 , 3 , 8 , 1 , 7 , 5 , 2 , 5 , 4 , 13 , 5 , 3 , 1 , 1 ,  ,  ,  ,  , 2 ,  ,  , 2 ,  , 2 , 2 , 1 , 3 , 2 , 5 , 3 , 5 , 3 , 5 , 1 , 4 , 2 , 1 ,  ,  ,  ,  ,  ,,
,Balzar,  , 2 , 2 , 8 , 12 , 13 , 8 , 7 , 10 , 8 , 16 , 14 , 20 , 17 , 29 , 30 , 20 , 14 , 4 ,  ,  ,  ,  ,  ,  , 2 , 1 ,  , 3 ,  , 6 , 3 , 3 , 6 , 9 , 13 , 19 , 17 , 16 , 15 , 13 , 11 , 11 , 1 ,  ,  ,  ,  ,,
,Colimes,  ,  ,  , 1 , 4 , 2 , 2 , 2 , 2 , 3 , 7 , 3 , 3 , 10 , 4 , 12 , 11 , 5 ,  ,  ,  ,  ,  ,  ,  , 1 , 2 ,  ,  ,  , 2 , 4 , 3 , 4 , 1 , 2 , 8 , 2 , 7 , 5 , 7 , 10 , 4 ,  ,  ,  ,  ,  ,,
,Daule,  , 2 , 11 , 14 , 17 , 22 , 30 , 18 , 8 , 29 , 32 , 55 , 45 , 52 , 86 , 68 , 39 , 38 , 11 , 3 ,  ,  ,  ,  , 2 , 2 , 1 , 9 , 5 , 4 , 10 , 10 , 17 , 23 , 34 , 49 , 44 , 40 , 55 , 45 , 54 , 48 , 9 , 4 , 2 , 1 ,  ,  ,,
,Durán, 4 , 2 , 18 , 38 , 34 , 36 , 34 , 35 , 30 , 43 , 69 , 74 , 84 , 99 , 77 , 67 , 48 , 28 , 13 , 4 ,  ,  ,  ,  ,  , 3 , 4 , 11 , 9 , 14 , 14 , 20 , 20 , 43 , 36 , 38 , 64 , 80 , 59 , 75 , 56 , 40 , 21 , 2 ,  ,  ,  ,  ,,
,Empalme, 1 , 1 , 6 , 18 , 10 , 13 , 13 , 14 , 10 , 24 , 22 , 21 , 27 , 26 , 36 , 35 , 24 , 11 , 8 , 4 ,  ,  ,  ,  ,  , 1 , 4 , 1 , 4 , 3 , 1 , 7 , 12 , 14 , 12 , 18 , 24 , 23 , 13 , 19 , 15 , 15 , 6 , 2 ,  ,  ,  ,  ,,
,El Triunfo, 1 , 1 , 4 , 11 , 6 , 8 , 5 , 11 , 5 , 7 , 4 , 13 , 13 , 13 , 15 , 17 , 11 , 12 , 5 ,  ,  ,  ,  ,  ,  ,  ,  , 3 , 3 , 2 , 4 , 4 , 3 , 9 , 5 , 11 , 8 , 13 , 11 , 23 , 12 , 6 , 5 , 2 ,  ,  ,  ,  ,,
,Milagro, 3 , 4 , 10 , 27 , 32 , 38 , 28 , 25 , 26 , 41 , 59 , 86 , 73 , 98 , 98 , 76 , 76 , 44 , 20 , 4 , 1 ,  ,  ,  ,  , 3 , 4 , 3 , 3 , 13 , 23 , 16 , 26 , 41 , 52 , 63 , 76 , 54 , 83 , 71 , 60 , 39 , 18 , 4 , 1 , 1 ,  ,  ,,
,Naranjal,  , 3 , 8 , 14 , 18 , 18 , 10 , 6 , 11 , 19 , 13 , 21 , 22 , 27 , 17 , 19 , 15 , 12 , 6 , 3 ,  ,  ,  ,  , 2 ,  ,  ,  , 4 , 8 , 3 , 4 , 6 , 12 , 17 , 11 , 19 , 20 , 20 , 15 , 13 , 8 , 4 , 2 ,  ,  ,  ,  ,,
,Naranjito,  ,  , 5 , 5 , 2 , 3 , 3 , 3 , 8 , 2 , 13 , 5 , 14 , 19 , 17 , 17 , 20 , 7 , 2 , 1 ,  ,  ,  ,  , 2 , 2 ,  ,  ,  , 2 , 2 , 4 , 4 , 5 , 8 , 6 , 10 , 17 , 12 , 17 , 11 , 13 , 5 , 2 ,  ,  ,  ,  ,,
,Palestina,  , 2 ,  ,  , 2 , 2 , 2 , 1 , 3 , 1 , 4 , 3 , 5 , 10 , 6 , 10 , 10 , 5 , 3 ,  ,  ,  ,  ,  , 1 ,  ,  ,  , 1 ,  ,  ,  , 1 , 1 , 1 , 2 , 3 , 6 , 3 , 7 , 1 , 1 , 2 ,  ,  ,  ,  ,  ,,
,Pedro Carbo, 2 , 2 , 1 , 3 , 6 , 6 , 3 , 4 , 9 , 10 , 8 , 21 , 19 , 16 , 24 , 16 , 18 , 12 , 10 , 1 ,  ,  ,  ,  , 1 , 4 , 2 , 1 , 2 , 1 , 2 , 3 , 6 , 3 , 15 , 8 , 15 , 6 , 13 , 10 , 20 , 9 , 9 ,  ,  ,  ,  ,  ,,
,Samborondón, 1 , 1 , 2 , 12 , 5 , 2 , 6 , 3 , 8 , 11 , 15 , 27 , 29 , 34 , 37 , 32 , 29 , 23 , 6 , 1 ,  ,  ,  ,  ,  ,  , 2 , 1 , 3 , 1 , 3 , 4 , 3 , 6 , 8 , 7 , 20 , 26 , 23 , 30 , 25 , 30 , 9 , 2 ,  ,  ,  ,  ,,
,Santa Lucia,  , 1 , 3 , 4 , 8 , 2 , 2 , 3 , 4 , 3 , 6 , 12 , 20 , 19 , 10 , 13 , 9 , 5 , 7 , 2 , 1 ,  ,  ,  ,  , 2 , 3 , 1 , 1 , 3 , 1 , 1 , 5 , 5 , 6 , 14 , 6 , 12 , 5 , 16 , 10 , 10 , 4 , 2 ,  ,  ,  ,  ,,
,Salitre, 1 ,  , 5 , 8 , 5 , 7 , 3 , 8 , 12 , 13 , 14 , 13 , 22 , 14 , 31 , 33 , 19 , 11 , 4 , 1 ,  ,  ,  ,  ,  , 2 ,  ,  , 3 , 1 , 1 , 3 , 5 , 5 , 8 , 12 , 16 , 27 , 15 , 16 , 22 , 6 , 14 , 7 , 1 ,  ,  ,  ,,
,San Jacinto De Yaguachi, 1 , 1 , 2 , 11 , 14 , 8 , 7 , 11 , 9 , 6 , 18 , 15 , 17 , 21 , 18 , 17 , 17 , 12 , 6 , 2 ,  ,  ,  ,  ,  , 1 , 1 , 1 , 1 , 4 , 3 , 4 , 4 , 7 , 20 , 10 , 14 , 26 , 20 , 14 , 17 , 12 , 3 ,  ,  ,  ,  ,  ,,
,Playas, 4 ,  , 2 , 12 , 6 , 6 , 6 , 4 , 2 , 5 , 24 , 13 , 19 , 19 , 22 , 14 , 11 , 5 , 2 ,  ,  ,  ,  ,  ,  , 1 , 5 , 3 , 2 , 3 ,  , 5 , 5 , 11 , 15 , 12 , 14 , 21 , 14 , 11 , 13 , 5 , 5 , 1 ,  ,  ,  ,  ,,
,Simón Bolívar,  ,  , 2 , 4 , 1 , 2 , 2 , 2 , 1 , 5 , 4 , 7 , 9 , 7 , 12 , 11 , 7 , 6 , 2 ,  ,  ,  ,  ,  ,  ,  , 1 ,  , 1 , 2 , 1 , 2 , 1 , 1 , 7 , 11 , 4 , 7 , 7 , 9 , 5 , 2 , 2 , 1 ,  ,  ,  ,  ,,
,Crnel. Marcelino Maridueña,  ,  , 1 , 2 , 1 ,  ,  ,  , 1 , 4 , 4 , 6 , 2 , 4 , 8 , 7 , 6 , 8 , 2 , 1 ,  ,  ,  ,  ,  ,  , 1 ,  ,  ,  , 1 , 1 , 2 , 1 , 3 , 3 ,  , 3 , 4 , 4 , 2 , 2 , 1 , 1 ,  ,  ,  ,  ,,
,Lomas De Sargentillo, 1 ,  ,  , 1 , 1 , 3 , 1 , 2 , 5 , 1 , 5 , 2 , 6 , 6 , 8 , 5 , 3 , 2 , 2 , 1 ,  ,  ,  ,  ,  ,  ,  , 1 , 1 ,  ,  , 2 , 3 , 2 , 2 , 2 , 1 , 8 , 3 , 5 , 4 , 1 , 3 , 1 ,  ,  ,  ,  ,,
,Nobol,  ,  , 1 , 4 , 5 , 3 , 2 , 5 , 5 , 5 , 5 , 6 , 6 , 11 , 9 , 10 , 7 , 4 , 1 , 1 ,  ,  ,  ,  ,  , 1 , 1 ,  , 2 , 1 , 5 , 4 , 2 , 3 , 4 , 2 , 9 , 7 , 1 , 7 , 7 , 3 , 1 ,  ,  ,  ,  ,  ,,
,Gnral. Antonio Elizalde,  ,  ,  , 2 ,  ,  , 2 , 1 ,  ,  ,  , 5 , 1 , 3 , 1 , 7 , 6 , 9 , 1 ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  , 1 , 1 , 4 , 1 , 1 , 1 , 5 , 2 , 7 , 2 , 2 , 3 , 5 , 1 , 1 ,  ,  ,  ,  ,,
,Isidro Ayora,  , 1 , 1 , 1 , 3 ,  , 1 , 2 , 5 , 3 , 2 ,  , 2 , 5 , 5 , 4 , 1 , 2 , 1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  , 1 ,  , 2 , 4 , 1 , 1 , 1 , 3 , 4 , 2 , 1 , 1 ,  ,  ,  ,  ,  ,,
Imbabura,Ibarra, 3 , 5 , 9 , 15 , 17 , 8 , 16 , 24 , 29 , 38 , 56 , 55 , 66 , 80 , 90 , 102 , 85 , 75 , 14 , 5 , 1 , 1 ,  ,  , 4 , 2 , 3 , 3 , 7 , 8 , 7 , 13 , 14 , 30 , 45 , 49 , 40 , 48 , 58 , 78 , 99 , 84 , 34 , 13 ,  ,  ,  ,  ,,
,Antonio Ante,  ,  , 4 , 1 , 3 , 5 , 3 , 4 , 5 , 7 , 9 , 8 , 20 , 11 , 18 , 24 , 17 , 20 , 6 , 2 ,  ,  ,  ,  , 1 , 1 , 1 ,  , 3 ,  , 1 , 3 , 5 , 3 , 4 , 5 , 9 , 8 , 12 , 13 , 24 , 27 , 7 , 3 ,  ,  ,  ,  ,,
,Cotacahi, 2 ,  , 1 , 9 , 2 , 2 , 3 , 2 , 3 , 3 , 8 , 7 , 10 , 12 , 19 , 12 , 18 , 10 , 8 ,  ,  ,  ,  ,  ,  , 1 , 2 ,  , 2 , 3 , 4 , 2 , 2 , 1 , 5 , 4 , 5 , 7 , 15 , 12 , 14 , 14 , 11 , 1 ,  ,  ,  ,  ,,
,Otavalo, 6 , 1 , 6 , 8 , 9 , 9 , 7 , 11 , 10 , 22 , 26 , 38 , 34 , 33 , 34 , 52 , 38 , 30 , 11 ,  ,  ,  ,  ,  , 1 , 2 , 1 , 4 , 2 , 4 , 3 , 6 , 10 , 9 , 11 , 13 , 11 , 27 , 26 , 46 , 53 , 39 , 17 , 5 ,  ,  ,  ,  ,,
,Pimampiro, 1 ,  ,  , 1 , 2 , 2 , 4 , 2 , 2 , 2 , 5 , 4 , 2 , 5 , 9 , 4 , 5 , 7 , 2 , 2 ,  ,  ,  ,  ,  ,  , 1 , 2 , 1 , 1 , 1 ,  , 1 , 1 , 1 , 2 , 8 , 6 , 6 , 8 , 3 , 9 , 6 ,  ,  ,  ,  ,  ,,
,San Miguel De Urcuqui,  ,  , 2 , 2 ,  , 1 , 2 ,  , 1 , 1 ,  , 2 , 6 , 3 , 8 , 6 , 7 , 6 , 3 ,  ,  ,  ,  ,  ,  ,  , 2 , 1 , 1 , 1 ,  , 2 , 2 , 1 ,  , 3 ,  , 4 , 7 , 7 , 7 , 6 , 3 , 2 , 1 ,  ,  ,  ,,
Loja,Loja, 6 , 4 , 9 , 23 , 17 , 16 , 28 , 27 , 35 , 40 , 41 , 73 , 82 , 89 , 93 , 93 , 92 , 78 , 25 , 5 , 1 ,  ,  ,  , 2 , 1 , 4 , 6 , 6 , 8 , 15 , 9 , 26 , 24 , 36 , 59 , 68 , 59 , 75 , 80 , 109 , 70 , 45 , 5 , 2 ,  ,  ,  ,,
,Calvas, 1 ,  , 1 , 3 , 5 , 3 , 4 , 1 , 3 , 6 , 6 , 11 , 10 , 8 , 12 , 23 , 13 , 19 , 10 ,  ,  ,  ,  ,  ,  , 1 , 2 ,  ,  ,  , 1 ,  , 1 , 3 , 8 , 7 , 7 , 12 , 17 , 14 , 19 , 19 , 6 , 3 ,  ,  ,  ,  ,,
,Catamayo,  ,  ,  ,  , 5 , 3 , 3 , 5 , 4 , 8 , 10 , 13 , 12 , 12 , 21 , 17 , 22 , 13 , 7 , 1 , 1 ,  ,  ,  , 1 ,  ,  ,  , 2 ,  ,  , 2 , 1 , 1 , 10 , 10 , 7 , 12 , 8 , 8 , 21 , 10 , 5 , 3 ,  ,  ,  ,  ,,
,Célica,  ,  , 1 , 3 , 1 ,  , 1 ,  , 1 , 4 , 7 , 2 , 10 , 5 , 4 , 9 , 4 , 5 , 4 , 1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2 , 1 ,  , 2 , 1 , 5 , 3 , 5 , 3 , 5 , 6 , 8 , 2 ,  , 1 ,  ,  ,  ,,
,Chaguarpamba,  ,  ,  ,  ,  , 1 ,  ,  ,  , 3 , 2 , 2 ,  , 3 , 8 , 6 , 6 , 4 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2 ,  ,  ,  , 1 ,  ,  , 5 , 2 , 2 , 1 , 2 , 1 ,  ,  ,  ,  ,  ,,
,Espíndola,  ,  ,  , 1 , 3 ,  ,  ,  ,  , 2 , 1 , 2 , 7 , 3 , 7 , 7 , 6 , 7 , 4 , 1 ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  ,  , 1 ,  ,  , 3 , 2 , 1 , 3 , 10 , 7 , 5 , 7 , 5 , 3 ,  ,  ,  ,  ,,
,Gonzanamá,  ,  ,  ,  ,  , 1 , 2 , 1 , 1 , 2 , 3 , 2 , 3 , 3 , 18 , 8 , 12 , 7 , 1 , 1 ,  ,  ,  ,  ,  ,  ,  , 1 , 1 , 1 ,  , 3 , 2 , 1 , 2 ,  , 2 , 3 , 5 , 11 , 8 , 7 , 2 , 3 , 1 ,  ,  ,  ,,
,Macará,  ,  ,  , 2 ,  ,  , 1 , 1 , 4 , 2 , 2 , 7 , 7 , 10 , 6 , 12 , 19 , 13 , 4 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 , 1 ,  , 3 , 2 , 3 , 4 , 5 , 9 , 7 , 9 , 6 , 10 , 5 ,  ,  ,  ,  ,  ,,
,Paltas,  ,  , 3 , 2 ,  , 3 , 1 , 3 , 4 , 2 , 3 , 3 , 6 , 8 , 8 , 14 , 19 , 15 , 8 , 2 , 1 ,  ,  ,  ,  ,  , 1 , 1 , 1 , 2 ,  , 1 , 2 , 4 , 2 , 4 , 10 , 6 , 7 , 16 , 9 , 13 , 9 , 1 , 2 ,  ,  ,  ,,
,Puyango,  ,  , 2 ,  ,  , 5 , 3 , 2 ,  , 2 , 2 , 8 , 5 , 4 , 11 , 7 , 7 , 8 ,  ,  , 1 ,  ,  ,  ,  ,  ,  ,  , 2 ,  ,  , 2 ,  , 2 , 1 , 3 , 6 , 6 , 3 , 5 , 11 , 13 , 2 ,  ,  ,  ,  ,  ,,
,Saraguro,  , 1 , 5 , 1 , 1 , 4 , 2 , 2 , 3 , 3 , 12 , 18 , 10 , 9 , 10 , 16 , 17 , 15 , 4 ,  ,  ,  ,  ,  , 1 , 1 , 1 , 1 , 1 , 1 ,  , 2 , 4 , 5 , 3 , 9 , 5 , 6 , 11 , 16 , 15 , 13 , 3 , 2 ,  ,  ,  ,  ,,
,Sozoranga,  ,  ,  ,  , 1 , 1 ,  ,  ,  , 1 ,  ,  , 1 , 2 , 2 , 4 , 6 , 2 ,  , 2 ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  ,  ,  , 1 , 1 , 1 , 2 , 1 ,  , 1 , 7 ,  , 2 ,  ,  ,  ,  ,  ,,
,Zapotillo,  ,  ,  , 2 ,  ,  , 1 , 4 , 1 , 1 , 6 , 1 , 2 , 8 , 8 , 6 , 5 , 5 , 2 ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 , 1 , 1 ,  ,  , 1 , 1 , 2 , 1 , 5 , 5 , 2 , 3 , 6 , 4 , 1 ,  ,  ,  ,  ,,
,Pindal, 1 ,  ,  ,  ,  ,  , 1 , 1 ,  , 1 , 1 ,  , 1 , 2 , 7 , 5 , 3 , 4 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 , 1 , 2 , 4 , 2 , 2 , 2 , 5 , 4 , 3 , 2 , 1 ,  ,  ,  ,  ,  ,,
,Quilanga,  ,  , 1 ,  ,  ,  ,  , 1 ,  , 2 ,  , 4 ,  , 5 , 2 , 3 , 6 , 3 , 2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  , 1 , 1 , 1 , 2 , 2 , 4 , 1 , 1 , 1 ,  ,  ,  ,  ,,
,Olemdo,  , 1 , 1 ,  ,  ,  ,  ,  , 1 , 1 , 1 , 2 , 2 , 2 , 3 , 3 , 4 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  , 1 ,  , 1 ,  , 2 , 2 , 3 , 4 , 1 , 2 , 1 ,  ,  ,  ,  ,  ,,
,24 De Mayo,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1 ,  ,  ,  ,  ,  ,  ,  ,,
Los Ríos,Babahoyo, 1 , 6 , 9 , 27 , 24 , 23 , 22 , 25 , 30 , 23 , 38 , 53 , 59 , 65 , 70 , 63 , 53 , 29 , 17 , 1 ,  ,  ,  ,  , 1 ,  , 5 , 8 , 4 , 5 , 5 , 9 , 14 , 20 , 37 , 50 , 42 , 42 , 56 , 47 , 42 , 28 , 14 , 5 ,  ,  ,  ,  ,,
