Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"926383,6241657432",No Aplica,Fitosanitario.,2021,,INEC,Hectáreas,Personas,ODS 2
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"830338,5588569113",No Aplica,Fitosanitario.,2020,,INEC,Hectáreas,Personas,ODS 2
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"808867,0415574351",No Aplica,Fitosanitario.,2019,,INEC,Hectáreas,Personas,ODS 2
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"747123,7701978546",No Aplica,Fitosanitario.,2018,,INEC,Hectáreas,Personas,ODS 2
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"870063,1049134884",No Aplica,Fitosanitario.,2017,,INEC,Hectáreas,Personas,ODS 2
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"819056,3532159531",No Aplica,Fitosanitario.,2016,,INEC,Hectáreas,Personas,ODS 2
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"682424,0582561749",No Aplica,Fitosanitario.,2015,,INEC,Hectáreas,Personas,ODS 2
9010,00,Total Nacional,0000,Total Nacional,Ecuador,"Seguridad alimentaria, agricultura y tierra",Uso de suelo,Superficie de cultivos permanentes con aplicación de plaguicidas químicos,Total,Total,"639608,1041655223",No Aplica,Fitosanitario.,2014,,INEC,Hectáreas,Personas,ODS 2
