"Código Indicador","Código Provincia","Provincia","Código Cantón","Cantón","País","Dimensión","Subcategoría","Indicador","Área","Sexo","Dato Numérico","Población","Dato Cualitativo","Año","Mes","Fuente","Unidad de medida","Grupo","ODS"
4011,"01","Azuay","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","8066","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"02","Bolívar","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1499","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"04","Carchi","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","2114","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"03","Cañar","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1746","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"06","Chimborazo","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","6030","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"05","Cotopaxi","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","4776","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"07","El Oro","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","10273","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"08","Esmeraldas","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","4311","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"20","Galápagos","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","494","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"09","Guayas","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","49260","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"10","Imbabura","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","6740","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"11","Loja","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","5144","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"12","Los Ríos","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","9638","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"13","Manabí","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","11788","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"14","Morona Santiago","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","2284","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"15","Napo","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1065","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"22","Orellana","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1961","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"16","Pastaza","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1667","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"17","Pichincha","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","50851","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"24","Santa Elena","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","3315","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"21","Santo Domingo de los Tsáchilas","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","7608","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"21","Sucumbios","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","2980","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"18","Tungurahua","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","9012","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"19","Zamora Chinchipe","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","752","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"00","Total Nacional","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","203430","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,5,"ECU 911","Emergencias","Paz","ODS 16"
4011,"01","Azuay","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","8788","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"02","Bolívar","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1346","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"04","Carchi","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","2082","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"03","Cañar","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1898","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"06","Chimborazo","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","5919","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"05","Cotopaxi","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","4815","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"07","El Oro","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","10274","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"08","Esmeraldas","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","4162","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"20","Galápagos","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","475","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"09","Guayas","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","46061","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"10","Imbabura","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","6653","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"11","Loja","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","5149","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"12","Los Ríos","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","9277","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"13","Manabí","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","11984","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"14","Morona Santiago","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","2212","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"15","Napo","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1087","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"22","Orellana","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1996","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"16","Pastaza","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","1697","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"17","Pichincha","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","52240","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
4011,"24","Santa Elena","0000","Total Nacional","Ecuador","Seguridad interna","Seguridad ciudadana","Emergencias coordinadas en servicio de seguridad ciudadana","Total","Total","3482","No Aplica","Reporte de emergencias en el servicio de Seguridad Ciudadana. Corresponde a la sumatoria de todos los subtipos de esta categoría",2023,4,"ECU 911","Emergencias","Paz","ODS 16"
