"Código Indicador","Código Provincia","Provincia","Código Cantón","Cantón","País","Dimensión","Subcategoría","Indicador","Área","Sexo","Dato Numérico","Población","Dato Cualitativo","Año","Mes","Fuente","Unidad de medida","Grupo","ODS"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","72,9519898578807","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2023,4,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","64,7240567765503","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2023,3,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","67,3308918520423","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2023,2,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","68,5921356307792","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2023,1,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","71,4732217110075","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2022,12,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","79,0726265173983","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2022,11,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","83,7190109802511","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2022,10,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","80,1205872207347","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2022,9,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","86,526504571814","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2022,8,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
3017,"00","Total Nacional","0000","Total Nacional","Ecuador","Estabilidad económica","Política fiscal","Precio de petróleo (Crudo Oriente)","Total","Total","89,2255392130494","No Aplica","Precio promedio ponderado del Crudo Oriente exportado por EP Petroeuador. Crudo mediano de 23 grados API promedio y un contenido de azufre de 1.45%",2022,7,"Banco Central del Ecuador","USD por barril","Prosperidad","ODS 8"
