Código Indicador,Código Provincia,Provincia,Código Cantón,Cantón,País,Dimensión,Subcategoría,Indicador,Área,Sexo,Dato Numérico,Población,Dato Cualitativo,Año,Mes,Fuente,Unidad de medida,Grupo,ODS
8006,01,Azuay,0101,Cuenca,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"8,689242424242424",No Aplica,Valor promedio del contaminante SO2,2010,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,17,Pichincha,1701,Quito,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"4,981465919701214",No Aplica,Valor promedio del contaminante SO2,2010,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,01,Azuay,0101,Cuenca,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"7,569342723004692",No Aplica,Valor promedio del contaminante SO2,2011,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,17,Pichincha,1701,Quito,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"4,509534562211975",No Aplica,Valor promedio del contaminante SO2,2011,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,01,Azuay,0101,Cuenca,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"6,489839743589743",No Aplica,Valor promedio del contaminante SO2,2012,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,17,Pichincha,1701,Quito,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"3,7167284064665154",No Aplica,Valor promedio del contaminante SO2,2012,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,01,Azuay,0101,Cuenca,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"7,473473684210526",No Aplica,Valor promedio del contaminante SO2,2013,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,09,Guayas,0901,Guayaquil,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"58,08083333333333",No Aplica,Valor promedio del contaminante SO2,2013,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,17,Pichincha,1701,Quito,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"5,2881514657980535",No Aplica,Valor promedio del contaminante SO2,2013,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
8006,01,Azuay,0101,Cuenca,Ecuador,Medio ambiente y cambio climático,"Biodiversidad, ecosistemas y recursos hídricos",Concentración promedio anual de dióxido de azufre en el aire,Total,Total,"8,229894957983191",No Aplica,Valor promedio del contaminante SO2,2014,,"Ministerio de Ambiente, Agua y Transición Ecológica",Microgramos/metro cúbico,Planeta,ODS 13
